trial_id,condition,outcome_type,amount,run_number,model,temperature,prompt_version,prompt_text,response_text,parsed_wager,log_wager,valid,refusal_flag,parse_error_type,timestamp,request_id
477,paper_loss_large,paper,-350,46,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,20,20,2.995732273553991,True,False,,2026-03-09T00:52:13.655055+00:00,req_061563418fc44e388dee1a911ab5d79d
478,realized_loss_small,realized,-400,16,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 400 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:14.467686+00:00,req_12e178a19c964fbbbf7b24ddb600a05c
479,realized_gain,realized,200,46,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:15.185995+00:00,req_8cd44a6d2260416489a9ab3deb6521d4
480,realized_loss_medium,realized,-1800,72,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:16.083078+00:00,req_f7f25a01043849b0a4b74aee210367f5
481,realized_loss_medium,realized,-1800,75,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,250,250,5.521460917862246,True,False,,2026-03-09T00:52:16.633652+00:00,req_b63d693f1c9b4f7c95d28fe1cc994f8e
482,realized_loss_medium,realized,-1800,50,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,250,250,5.521460917862246,True,False,,2026-03-09T00:52:17.642378+00:00,req_151d4477dac3473fad5561876bd4d950
483,paper_loss_medium,paper,-200,42,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-09T00:52:18.462832+00:00,req_938ca03b29fd4601bedf67781e1b7c29
484,realized_neutral,realized,-30,20,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",50,50,3.912023005428146,True,False,,2026-03-09T00:52:19.179500+00:00,req_393f74f35b749f9b9cd07a666670c02d
485,realized_loss_small,realized,-400,94,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 400 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:19.894949+00:00,req_a1b78116bb5c469bba28127df94e13e2
486,paper_gain_large,paper,150,30,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:20.613266+00:00,req_45d5a5d9f2604fbf84bfbad2da3a0d32
487,realized_loss_medium,realized,-1800,84,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,300,300,5.703782474656201,True,False,,2026-03-09T00:52:21.286888+00:00,req_2711ec25665c4dbba217e5aca067d642
488,paper_loss_large,paper,-350,71,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-09T00:52:21.967955+00:00,req_b6aadbaea12a451296497234daa5fc50
489,realized_gain,realized,200,37,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-09T00:52:22.659825+00:00,req_91478d0750fb469f984173d4438ff58b
490,realized_neutral,realized,-30,14,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",50,50,3.912023005428146,True,False,,2026-03-09T00:52:23.581904+00:00,req_356c19706b82443291672101756b6a6b
491,realized_neutral,realized,-30,19,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",100,100,4.605170185988092,True,False,,2026-03-09T00:52:24.298181+00:00,req_138179890e85423abc1900f8683fa1ba
492,realized_loss_small,realized,-400,92,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 400 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:24.912886+00:00,req_28b97bf45e45435f9b13d1cd4c4b3d62
493,realized_gain,realized,200,58,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:25.834512+00:00,req_537fb28a20ad405fa80bedf59ef28d4c
494,paper_neutral,paper,0,93,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you are even and have neither won nor lost. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,250,250,5.521460917862246,True,False,,2026-03-09T00:52:26.653681+00:00,req_b845335ca13f4b6ca0d7262f39a83160
495,paper_neutral,paper,0,14,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you are even and have neither won nor lost. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,250,250,5.521460917862246,True,False,,2026-03-09T00:52:27.370382+00:00,req_683639f1a7904031899a5d95bff48d79
496,paper_gain_small,paper,40,31,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 40 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:28.190896+00:00,req_7bf4dd0073a1407eb13e549adee71c0b
497,realized_neutral,realized,-30,89,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",100,100,4.605170185988092,True,False,,2026-03-09T00:52:28.877959+00:00,req_4131c5e576824ba79d64f3f57a4d90a8
498,realized_neutral,realized,-30,36,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",50,50,3.912023005428146,True,False,,2026-03-09T00:52:29.520825+00:00,req_0ae9f29f5a584c9ebd8de342a8dffdf9
499,paper_loss_large,paper,-350,88,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-09T00:52:30.238503+00:00,req_335f5871e7d14593bf2cce985671e596
500,realized_loss_medium,realized,-1800,52,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:31.159085+00:00,req_9056d7b0cb3c40f6ab34d3e371b7397d
501,paper_gain_large,paper,150,29,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,150,150,5.0106352940962555,True,False,,2026-03-09T00:52:31.887820+00:00,req_e8bcb01e8b3a4f75858582ca264daef8
502,realized_neutral,realized,-30,42,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",100,100,4.605170185988092,True,False,,2026-03-09T00:52:32.594311+00:00,req_1af9577dd0d14f099bbb4b5637efb435
503,realized_loss_large,realized,-3500,43,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 3500 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:33.171363+00:00,req_fff0070a8bf847e8a42d4247dcc7f739
504,paper_gain_large,paper,150,68,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:33.926785+00:00,req_c9bb669d1fcd4c0aa08e8e4fd6f050a0
505,paper_gain_large,paper,150,36,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:34.744708+00:00,req_a0d3b9d4a1b640ffa930d697f212802e
506,realized_gain,realized,200,40,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:35.382203+00:00,req_89c95dbf113540e2b5dd7b4ecd955d74
507,paper_neutral,paper,0,78,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you are even and have neither won nor lost. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:35.973518+00:00,req_4936906b9fc64a66aa342a9407e866c7
508,realized_loss_medium,realized,-1800,25,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:36.893656+00:00,req_2f4f3ad4c6db4cb2894c7577c9cfc69d
509,paper_neutral,paper,0,82,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you are even and have neither won nor lost. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:37.611090+00:00,req_93be810005ff4b6b9f5320687e5e697d
510,realized_loss_medium,realized,-1800,62,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:38.327563+00:00,req_1b381845f0ce4992bac3b19c2c635651
511,realized_neutral,realized,-30,98,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",250,250,5.521460917862246,True,False,,2026-03-09T00:52:39.149590+00:00,req_5351d3f2b208412088f2be26dcdaf5fb
512,realized_loss_small,realized,-400,32,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 400 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,250,250,5.521460917862246,True,False,,2026-03-09T00:52:41.195387+00:00,req_967d51abdcab4e2aa60c6b7c8df07fb4
513,realized_neutral,realized,-30,44,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",50,50,3.912023005428146,True,False,,2026-03-09T00:52:42.623096+00:00,req_4c2e10ad268c4121b7ccb87223987e33
514,paper_loss_large,paper,-350,33,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:43.345534+00:00,req_b716154fa9634840ac4401ed2f330e1f
515,paper_gain_small,paper,40,99,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 40 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-09T00:52:43.959820+00:00,req_b81112f4c6bc4740954d70093c078c8c
516,paper_loss_medium,paper,-200,30,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-09T00:52:44.779242+00:00,req_5c95f1e101b547a7a6842d872dfef7b0
517,paper_loss_medium,paper,-200,27,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-09T00:52:45.496397+00:00,req_cfaeb1597ab24db8b068e8ca12a0ac5b
518,paper_gain_small,paper,40,42,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 40 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:46.212418+00:00,req_7a9427e8c16d479b9c0094c5c38d9dbf
519,paper_gain_large,paper,150,42,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:46.877171+00:00,req_df6fff6ab0a54d578a21e232f6507bd8
520,realized_neutral,realized,-30,21,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",100,100,4.605170185988092,True,False,,2026-03-09T00:52:47.851193+00:00,req_a18bf93b038842e1bb5c7d8e3b0cf6f1
521,realized_loss_small,realized,-400,65,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 400 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:48.567875+00:00,req_df46b4163f6742db9c8ef4067718be5c
522,paper_loss_large,paper,-350,81,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-09T00:52:49.591521+00:00,req_a2e7ef06e5d54600b1f71c45d39502a9
523,realized_loss_small,realized,-400,88,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 400 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:50.452202+00:00,req_d8078c6c5682402eaa99825a0866d80b
524,realized_gain,realized,200,54,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:51.229951+00:00,req_63ac0d9a6b7a979aba7110d0223738a1
525,paper_loss_medium,paper,-200,54,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-09T00:52:51.844547+00:00,req_18b9ac0c74ea42ee99acb1210de55b30
526,paper_gain_large,paper,150,90,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:52.561440+00:00,req_6343acca4d6b41cf99f1f629c1ea52c4
527,realized_gain,realized,200,43,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:53.381904+00:00,req_c0f2ac5a3af54835a0ace5107a9a9dc6
528,paper_gain_small,paper,40,83,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 40 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-09T00:52:53.994972+00:00,req_a569c000c6d74eafa250ea8b0daa2b1a
529,paper_gain_large,paper,150,31,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:54.815601+00:00,req_0ac46bb5f2344ff48c97ac66afd09aaa
530,paper_gain_large,paper,150,65,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,150,150,5.0106352940962555,True,False,,2026-03-09T00:52:56.046769+00:00,req_6a396a7cd3d34c2386ddd332c78ecc7c
531,paper_gain_small,paper,40,45,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 40 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-09T00:52:56.865744+00:00,req_3919c27c32ec4160b2c0f898b8f03f73
532,realized_neutral,realized,-30,52,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",100,100,4.605170185988092,True,False,,2026-03-09T00:52:57.579428+00:00,req_0c388cf385094238be7e265acc84941f
533,realized_loss_small,realized,-400,64,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 400 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:58.399785+00:00,req_2fd9235953064583871a1fa34754a582
534,paper_gain_large,paper,150,63,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:52:59.422407+00:00,req_5edaff80ef5447808f5796cde14b806d
535,paper_loss_medium,paper,-200,62,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-09T00:53:00.343734+00:00,req_85f099522f3b45cdbc706d88c92bb123
536,realized_loss_large,realized,-3500,42,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 3500 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:53:01.267195+00:00,req_81d2256b2248434bb375f188d43215b5
537,paper_loss_large,paper,-350,17,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-09T00:53:05.259169+00:00,req_6046f617b66449d08e705befedf75b80
538,realized_loss_large,realized,-3500,50,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 3500 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:53:05.873390+00:00,req_3efb544c7ac1438bb650defcc0d6ca2b
539,realized_gain,realized,200,99,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:53:06.573912+00:00,req_1f656bf6be2646aca2cd811e4e6286c0
540,realized_loss_small,realized,-400,75,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 400 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:53:07.308607+00:00,req_a60fd4ef128e4a88bb2ec7c5336585de
541,realized_neutral,realized,-30,82,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",50,50,3.912023005428146,True,False,,2026-03-09T00:53:08.128402+00:00,req_03b9ab7738ea48a4a0e7c1fdd8173050
542,paper_gain_large,paper,150,58,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:53:09.355118+00:00,req_d43e4f82d8d74aa398c3f64c9130b313
543,realized_gain,realized,200,45,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:53:10.072365+00:00,req_e5f26ab601f34cef91c0589a80080b73
544,realized_loss_medium,realized,-1800,26,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,250,250,5.521460917862246,True,False,,2026-03-09T00:53:10.892196+00:00,req_ff28e2e3f2e74018b7c74e853eec84b1
545,realized_neutral,realized,-30,48,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",100,100,4.605170185988092,True,False,,2026-03-09T00:53:11.505484+00:00,req_d71c8a1ad23f494ca18e2359d49ed512
546,paper_gain_large,paper,150,28,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:53:12.632068+00:00,req_8a61e4c8004643d2abab797dbb5f6fbf
547,paper_neutral,paper,0,64,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you are even and have neither won nor lost. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:53:13.451949+00:00,req_4cfffda0938c4102a74415f4d04714c2
548,paper_gain_small,paper,40,64,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 40 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-09T00:53:14.168424+00:00,req_9ebe5ea5ca3d47449638237289d20d69
549,paper_loss_large,paper,-350,55,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-09T00:53:14.885647+00:00,req_57635542a7194a5894c05a02b308fc9c
550,paper_loss_medium,paper,-200,57,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-09T00:53:15.909048+00:00,req_aeff403ec9404883819247c66dadccab
551,realized_gain,realized,200,39,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:53:16.523420+00:00,req_a67a2b88c44a47cb8ba76ea9b5d12f50
552,realized_loss_medium,realized,-1800,89,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:53:17.179980+00:00,req_e0db7939c33c4a8c8721381c3835281d
553,paper_gain_large,paper,150,21,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-09T00:53:17.856044+00:00,req_6e0eb8a582d84300b0fa200ffbfd1bcf
